ASV_59	93	109	8	39	6	0	24	7	156	54	15	84	15	183	0	17	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_60	247	0	0	155	58	0	0	0	63	41	26	78	34	43	53	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	119	132	177	36	100	9	0	0	0	94	11	23	93	1	12	0	0	10	0
ASV_62	0	75	3	0	54	0	0	0	58	0	12	4	6	19	99	0	0	15	26	426	0	0	5	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ASV_63	3	18	19	0	20	51	32	8	19	46	43	17	18	20	36	13	16	129	158	18	4	21	17	14	15	7	0	0	0	0	7	0	0	0	3	6	0	0	18	0
ASV_64	24	0	0	25	10	42	24	17	15	98	121	15	238	18	18	43	31	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_65	0	0	221	178	0	145	0	73	0	0	37	0	0	0	0	28	7	0	0	0	0	0	0	0	0	0	0	0	68	5	0	0	0	0	0	0	0	0	0	0
ASV_66	67	52	6	27	85	0	11	17	49	45	18	95	23	113	36	38	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	73	70	178	42	26	30	28	0	12	32	50	0	14	0	12	9	0	23	0
ASV_68	16	21	0	6	7	0	0	0	24	0	18	14	13	25	100	0	0	0	17	0	0	34	48	36	0	13	0	2	1	0	65	13	0	53	12	49	45	0	24	13
ASV_69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	16	50	58	212	84	74	12	0	6	55	0	0	44	16	7	0	8	0
ASV_70	0	0	72	10	0	0	76	96	0	0	182	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	111	0
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	0	0	0	4	0	69	0	273	0	0	264	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	322	30	0	38	0	0	0	0	49	34	0	16	0	51	0	0	0	0	0	81	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	0	0	27	0	0	0	90	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0
ASV_75	0	3	2	0	0	59	26	35	0	13	41	9	22	5	59	17	16	45	144	46	0	15	12	0	3	3	3	3	2	2	0	0	0	6	7	0	0	0	0	0
ASV_76	31	0	63	10	0	26	175	28	0	14	54	1	0	0	20	27	20	85	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	145	0	128	66	45	20	0	27	27	5	0	0	0	4	15	13	21	18	0	24	0
ASV_78	19	0	0	13	0	12	3	9	6	4	6	20	0	0	28	0	9	3	19	0	0	42	56	86	57	43	21	33	14	0	0	0	4	0	11	7	16	0	15	0
ASV_79	60	38	0	32	59	0	0	35	23	15	17	88	28	72	44	15	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ASV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	123	0	59	56	26	14	20	21	0	10	9	16	60	0	11	30	16	0	13	51	0
ASV_81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	18	40	16	76	80	33	12	7	44	8	0	9	22	85	15	0	26	12
ASV_82	0	0	0	0	0	0	17	0	0	0	21	0	31	0	0	9	7	9	0	140	38	53	48	10	0	11	0	0	0	8	9	0	4	9	20	0	11	7	11	1
ASV_83	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	104	194	105	0	0	0	17	0	0	0	10	3	0	0	0
ASV_84	0	0	0	0	0	133	109	88	3	25	54	2	0	0	0	16	8	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_85	7	30	0	0	13	0	296	8	26	8	22	7	6	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_86	0	0	71	6	6	66	17	44	0	0	20	0	0	5	0	6	0	5	24	0	3	35	9	9	7	10	32	0	0	0	12	14	0	3	15	4	3	0	8	0
ASV_87	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	26	0	110	98	48	18	28	16	0	2	0	14	6	3	0	4	11	6	9	15	0
ASV_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	33	39	96	21	18	0	55	38	0	0	0	25	19	11	18	19	0	17	0
ASV_89	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	47	74	73	16	33	39	39	0	0	19	5	0	0	9	21	16	4	10	0
ASV_90	41	0	0	0	0	0	7	0	0	47	0	105	21	13	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	66	0	0	26	0	10	0
ASV_91	8	6	29	0	52	49	39	34	0	0	26	0	0	20	36	26	11	0	19	0	0	0	0	0	0	12	0	0	0	2	3	0	0	0	0	5	0	4	13	0
ASV_92	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	5	0	81	0	61	38	25	18	7	9	5	10	5	13	36	0	6	18	0	0	8	28	0
ASV_93	0	0	0	0	87	18	0	21	147	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	139	28	45	0	29	23	24	19	10	8	0	0	0	0	26	0	0	0	0	0	7	5	0
ASV_95	10	54	0	0	0	0	0	0	76	22	8	36	0	0	0	6	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_96	13	0	13	7	16	59	27	55	6	24	21	11	12	6	25	0	13	4	31	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	0	7	1	0	25	38	14	9	4	16	39	0	23	18	21	18	13	22	46	4	0	8	6	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	3	0
ASV_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	33	25	60	17	0	0	0	0	0
ASV_99	56	21	5	16	57	0	8	0	33	2	0	18	0	77	18	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_100	0	0	0	0	0	89	0	109	0	0	113	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	32	10	0	0	7	0	0	11	0	0	0	0	49	0	57	0	13	32	104	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	43	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	33	0	0	0	0
ASV_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0
ASV_105	28	0	20	3	6	0	4	0	0	0	2	0	0	19	4	0	0	3	7	0	0	0	0	8	0	4	27	0	0	8	22	23	0	0	23	12	21	10	24	6
ASV_106	0	0	0	0	0	140	0	72	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_107	21	32	0	16	4	16	5	0	21	9	28	21	16	44	3	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_108	0	0	1	0	0	27	0	19	0	0	17	0	0	0	70	8	17	15	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	0	0	0	0	0	0	0	0	140	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_110	56	18	0	17	8	0	13	0	0	0	26	9	8	57	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_111	47	0	0	0	0	0	13	54	0	0	30	0	0	0	49	18	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	206	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	27	40	48	34	38	14	29	0	0	0	0	0	4	0	0	0	0	0	1
ASV_115	8	0	0	0	0	0	0	0	4	4	0	7	0	0	0	0	0	0	7	27	62	88	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_116	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_117	0	0	0	0	0	0	0	0	117	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_118	13	7	0	0	3	0	0	0	8	0	4	0	0	10	6	0	0	0	8	72	0	20	32	17	5	5	0	8	0	0	0	0	0	0	0	0	0	0	8	0
ASV_119	10	0	0	2	0	9	0	0	0	0	6	0	2	10	0	0	0	0	6	8	0	9	16	19	11	29	21	24	4	0	0	11	0	3	0	2	5	0	13	0
ASV_120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	8	0	0	0	7	11	6	103	7	2	27	0	0	35	0
ASV_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_122	0	7	15	5	0	3	29	0	3	11	0	0	7	0	0	0	2	10	0	65	0	0	0	0	0	7	15	0	0	0	0	11	0	1	0	5	0	0	13	0
ASV_123	0	0	0	0	0	0	0	0	1	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	151	0	28	0	1	0	15	0
ASV_124	0	0	0	0	0	0	95	0	0	45	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	22	0
ASV_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	4	0	0	0	0	5	8	26	11	5	0	27	26	0	19	44	7
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	29	0	0	0
ASV_128	66	24	0	0	0	0	0	0	0	10	0	10	10	62	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	13	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	2	0	0	14	0	0	0	16	11	16	26	20	44	0	0
ASV_131	28	20	0	0	5	0	7	0	25	0	18	22	15	17	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	0	0	0	0	35	0	75	0	0	0	0	0	0	0	10	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_133	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38	0	0	0	117
ASV_134	0	0	0	0	0	5	35	0	0	11	0	0	18	0	24	0	2	26	0	45	0	0	0	4	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	60	26	0	0	71	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_137	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	65	0	0
ASV_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	37	0	126	0	0	0	0	0	0	0	0
ASV_139	24	11	3	0	0	0	0	0	0	10	20	0	0	45	0	10	1	0	0	8	0	3	0	8	0	1	1	0	0	0	17	0	0	0	0	0	0	0	5	0
ASV_140	132	1	0	5	0	2	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	12	52	9	4	0	77	0
ASV_142	0	0	13	19	0	51	39	22	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	23	17	0	0	10	0	0	0	0	16	0	0	0	6	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_144	13	12	0	0	11	0	5	0	12	9	17	10	7	34	8	10	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0
ASV_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158
ASV_147	24	6	0	0	0	0	0	0	0	89	9	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_148	24	0	0	8	3	27	0	29	5	0	10	5	4	7	5	7	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_149	0	0	0	0	2	33	38	0	3	4	8	0	0	0	6	0	0	10	31	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0
ASV_150	78	44	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_151	15	0	0	0	8	0	8	0	33	13	11	0	0	23	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_152	0	0	0	0	0	11	10	22	0	0	8	0	0	0	0	0	11	0	0	0	0	18	0	0	9	0	0	6	20	0	2	3	0	3	0	11	7	0	5	0
ASV_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	6	108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_155	0	0	0	0	3	1	0	0	0	5	0	0	0	0	0	0	4	28	88	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_156	8	4	2	13	9	0	7	0	0	0	0	0	0	0	59	5	13	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_157	0	0	0	0	0	53	0	0	0	16	23	0	14	17	4	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_158	4	0	0	0	13	0	0	0	0	20	0	23	21	0	30	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	3	0	4	0
ASV_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	22	0	0	74	0	0	0	0	0	0	0	0
